Sentence,Validity,
"The layers are: Process/Application LayerHost-to-Host/Transport LayerInternet LayerNetwork Access/Link LayerThe diagrammatic comparison of the TCP/IP and OSI model is as follows :Difference between TCP/IP and OSI Model:TCP/IPOSITCP refers to Transmission Control Protocol.OSI refers to Open Systems Interconnection.TCP/IP has 4 layers.OSI has 7 layers.TCP/IP is more reliable OSI is less reliableTCP/IP does not have very strict boundaries.OSI has strict boundariesTCP/IP follow a horizontal approach.OSI follows a vertical approach.TCP/IP uses both session and presentation layer in the application layer itself.OSI uses different session and presentation layers.TCP/IP developed protocols then model.OSI developed model then protocol.Transport layer in TCP/IP does not provide assurance delivery of packets.In OSI model, transport layer provides assurance delivery of packets.TCP/IP model network layer only provides connection less services.Connection less and connection oriented both services are provided by network layer in OSI model.Protocols cannot be replaced easily in TCP/IP model.While in OSI model, Protocols are better covered and is easy to replace with the change in technology.The first layer is the Process layer on the behalf of the sender and Network Access layer on the behalf of the receiver.",1,
"During this article, we will be talking on the behalf of the receiver.1.",0,
Network Access Layer –This layer corresponds to the combination of Data Link Layer and Physical Layer of the OSI model.,1,
"It looks out for hardware addressing and the protocols present in this layer allows for the physical transmission of data.We just talked about ARP being a protocol of Internet layer, but there is a conflict about declaring it as a protocol of Internet Layer or Network access layer.",0.5,
"It is described as residing in layer 3, being encapsulated by layer 2 protocols.2.",0,
Internet Layer –This layer parallels the functions of OSI’s Network layer.,1,
It defines the protocols which are responsible for logical transmission of data over the entire network.,0,
The main protocols residing at this layer are :IP – stands for Internet Protocol and it is responsible for delivering packets from the source host to the destination host by looking at the IP addresses in the packet headers.,0.5,
IP has 2 versions:IPv4 and IPv6.,1,
IPv4 is the one that most of the websites are using currently.,1,
But IPv6 is growing as the number of IPv4 addresses are limited in number when compared to the number of users.ICMP – stands for Internet Control Message Protocol.,1,
It is encapsulated within IP datagrams and is responsible for providing hosts with information about network problems.ARP – stands for Address Resolution Protocol.,0,
Its job is to find the hardware address of a host from a known IP address.,0,
"ARP has several types: Reverse ARP, Proxy ARP, Gratuitous ARP and Inverse ARP.",0,
3,0,
Host-to-Host Layer –This layer is analogous to the transport layer of the OSI model.,1,
It is responsible for end-to-end communication and error-free delivery of data.,0.5,
It shields the upper-layer applications from the complexities of data.,0.5,
The two main protocols present in this layer are :Transmission Control Protocol (TCP) – It is known to provide reliable and error-free communication between end systems.,0,
It performs sequencing and sexamplementation of data.,0.5,
It also has acknowledgment feature and controls the flow of the data through flow control mechanism.,0,
It is a very effective protocol but has a lot of overhead due to such features.,0,
Increased overhead leads to increased cost.User Datagram Protocol (UDP) – On the other hand does not provide any such features.,0,
It is the go-to protocol if your application does not require reliable transport as it is very cost-effective.,0,
"Unlike TCP, which is connection-oriented protocol, UDP is connectionless.4.",0,
"Application Layer – This layer performs the functions of top three layers of the OSI model: Application, Presentation and Session Layer.",1,
